mouse_ensembl_gene,times_equal_or_more_extreme,p,mouse_symbol,q,aPD1_H_21,aPD1_S_69,aPD1_90,untreated_H_79,untreated_S_27,untreated_106
ENSMUSG00000001983,1000000,1.0,Taco1,1.0,0,0,0,0,0,0
ENSMUSG00000001985,718734,0.7187342812657187,Grik3,1.0,0,1,1,0,0,0
ENSMUSG00000001986,718825,0.7188252811747188,Gria3,1.0,0,1,1,0,0,0
ENSMUSG00000001988,1000000,1.0,Npas1,1.0,0,0,0,0,0,0
ENSMUSG00000001995,1000000,1.0,Sipa1l2,1.0,0,0,0,0,0,0
ENSMUSG00000001998,1000000,1.0,Ap4e1,1.0,0,0,0,0,0,0
ENSMUSG00000001999,1000000,1.0,Blvra,1.0,0,0,0,1,0,1
ENSMUSG00000002006,1000000,1.0,Pdzd4,1.0,0,0,0,0,0,0
ENSMUSG00000002007,1000000,1.0,Srpk3,1.0,0,0,0,0,0,0
ENSMUSG00000002010,1000000,1.0,Idh3g,1.0,0,0,0,0,0,0
ENSMUSG00000002012,1000000,1.0,Pnck,1.0,0,0,0,0,0,0
ENSMUSG00000002014,1000000,1.0,Ssr4,1.0,0,0,0,0,0,0
ENSMUSG00000002015,1000000,1.0,Bcap31,1.0,0,0,0,0,0,0
ENSMUSG00000002017,1000000,1.0,Fam98a,1.0,0,0,0,0,0,0
ENSMUSG00000002020,1000000,1.0,Ltbp2,1.0,0,0,0,0,0,0
ENSMUSG00000002028,718860,0.7188602811397189,Kmt2a,1.0,0,1,1,0,0,0
ENSMUSG00000002031,1000000,1.0,Ift46,1.0,0,0,0,0,0,0
ENSMUSG00000002032,1000000,1.0,Tmem25,1.0,0,0,0,0,0,0
ENSMUSG00000002033,1000000,1.0,Cd3g,1.0,0,0,0,0,0,0
ENSMUSG00000002043,1000000,1.0,Trappc6a,1.0,0,0,0,0,0,0
ENSMUSG00000002052,1000000,1.0,Supt6,1.0,0,0,0,0,0,0
ENSMUSG00000002055,1000000,1.0,Spag5,1.0,0,0,0,0,0,0
ENSMUSG00000002057,1000000,1.0,Foxn1,1.0,0,0,0,0,0,0
ENSMUSG00000002058,1000000,1.0,Unc119,1.0,0,0,0,0,0,0
ENSMUSG00000002059,1000000,1.0,Rab34,1.0,0,0,0,0,0,0
ENSMUSG00000002064,1000000,1.0,Sdf2,1.0,0,0,0,0,0,0
ENSMUSG00000002068,1000000,1.0,Ccne1,1.0,0,0,0,0,0,0
ENSMUSG00000002076,718952,0.7189522810477189,Hsf2bp,1.0,0,1,1,0,0,0
ENSMUSG00000002083,1000000,1.0,Bbc3,1.0,0,0,0,0,0,0
ENSMUSG00000002100,1000000,1.0,Mybpc3,1.0,0,0,0,0,0,0
ENSMUSG00000002102,1000000,1.0,Psmc3,1.0,0,0,0,0,0,0
ENSMUSG00000002103,1000000,1.0,Acp2,1.0,0,0,0,0,0,0
ENSMUSG00000002104,1000000,1.0,Rapsn,1.0,0,0,0,0,0,0
ENSMUSG00000002105,1000000,1.0,Slc39a13,1.0,0,0,0,0,0,0
ENSMUSG00000002107,300301,0.3003016996983003,Celf2,1.0,0,0,0,5,0,5
ENSMUSG00000002108,1000000,1.0,Nr1h3,1.0,0,0,0,0,0,0
ENSMUSG00000002109,718351,0.7183512816487183,Ddb2,1.0,0,1,1,0,0,0
ENSMUSG00000002111,1000000,1.0,Spi1,1.0,0,0,0,0,0,0
ENSMUSG00000002129,1000000,1.0,Sf3a1,1.0,0,0,0,0,0,0
ENSMUSG00000002147,1000000,1.0,Stat6,1.0,0,0,0,0,0,0
ENSMUSG00000002190,1000000,1.0,Clgn,1.0,0,0,0,0,0,0
ENSMUSG00000002204,1000000,1.0,Napsa,1.0,0,0,0,0,0,0
ENSMUSG00000002205,1000000,1.0,Vrk3,1.0,0,0,0,0,0,0
ENSMUSG00000002210,1000000,1.0,Smg9,1.0,0,0,0,0,0,0
ENSMUSG00000002221,1000000,1.0,Paxip1,1.0,0,0,0,0,0,0
ENSMUSG00000002222,1000000,1.0,Rmnd5a,1.0,0,0,0,0,0,0
ENSMUSG00000002227,1000000,1.0,Mov10,1.0,0,0,0,0,0,0
ENSMUSG00000002228,1000000,1.0,Ppm1j,1.0,0,0,0,0,0,0
ENSMUSG00000002233,1000000,1.0,Rhoc,1.0,0,0,0,0,0,0
ENSMUSG00000002240,1000000,1.0,Prr27,1.0,0,0,0,0,0,0
ENSMUSG00000002249,1000000,1.0,Tead3,1.0,0,0,0,0,0,0
ENSMUSG00000002250,1000000,1.0,Ppard,1.0,0,0,0,1,0,1
ENSMUSG00000002257,1000000,1.0,Def6,1.0,0,0,0,0,0,0
ENSMUSG00000002265,1000000,1.0,Peg3,1.0,0,0,0,0,0,0
ENSMUSG00000002274,1000000,1.0,Metrn,1.0,0,0,0,0,0,0
ENSMUSG00000002279,1000000,1.0,Lmf1,1.0,0,0,0,0,0,0
ENSMUSG00000002280,1000000,1.0,Ciao3,1.0,0,0,0,0,0,0
ENSMUSG00000002289,1000000,1.0,Angptl4,1.0,0,0,0,0,0,0
ENSMUSG00000002297,1000000,1.0,Dbf4,1.0,0,0,0,0,0,0
ENSMUSG00000002307,1000000,1.0,Daxx,1.0,0,0,0,0,0,0
ENSMUSG00000002308,1000000,1.0,Cd320,1.0,0,0,0,0,0,0
ENSMUSG00000002319,1000000,1.0,Ipo4,1.0,0,0,0,0,0,0
ENSMUSG00000002320,1000000,1.0,Tm9sf1,1.0,0,0,0,0,0,0
ENSMUSG00000002324,1000000,1.0,Rec8,1.0,0,0,0,0,0,0
ENSMUSG00000002325,1000000,1.0,Irf9,1.0,0,0,0,0,0,0
ENSMUSG00000002326,1000000,1.0,Gmpr2,1.0,0,0,0,0,0,0
ENSMUSG00000002329,1000000,1.0,Mdp1,1.0,0,0,0,0,0,0
ENSMUSG00000002332,1000000,1.0,Dhrs1,1.0,0,0,0,0,0,0
ENSMUSG00000002341,1000000,1.0,Ncan,1.0,0,0,0,0,0,0
ENSMUSG00000002342,1000000,1.0,Tmem161a,1.0,0,0,0,0,0,0
ENSMUSG00000002343,1000000,1.0,Armc6,1.0,0,0,0,0,0,0
ENSMUSG00000002345,1000000,1.0,Borcs8,1.0,0,0,0,0,0,0
ENSMUSG00000002346,1000000,1.0,Slc25a42,1.0,0,0,0,0,0,0
ENSMUSG00000002365,1000000,1.0,Snx9,1.0,0,0,0,0,0,0
ENSMUSG00000002372,718351,0.7183512816487183,Ranbp3,1.0,0,1,1,0,0,0
ENSMUSG00000002379,1000000,1.0,Ndufa11,1.0,0,0,0,0,0,0
ENSMUSG00000002393,1000000,1.0,Nr2f6,1.0,0,0,0,0,0,0
ENSMUSG00000002395,1000000,1.0,Use1,1.0,0,0,0,0,0,0
ENSMUSG00000002396,1000000,1.0,Ocel1,1.0,0,0,0,0,0,0
ENSMUSG00000002409,1000000,1.0,Dyrk1b,1.0,0,0,0,0,0,0
ENSMUSG00000002413,1000000,1.0,Braf,1.0,0,0,0,0,0,0
ENSMUSG00000002416,1000000,1.0,Ndufb2,1.0,0,0,0,0,0,0
ENSMUSG00000002428,1000000,1.0,Hltf,1.0,0,0,0,0,0,0
ENSMUSG00000002455,1000000,1.0,Prpf6,1.0,0,0,0,0,0,0
ENSMUSG00000002458,1000000,1.0,Rgs19,1.0,0,0,0,0,1,1
ENSMUSG00000002459,1000000,1.0,Rgs20,1.0,0,0,0,0,0,0
ENSMUSG00000002475,1000000,1.0,Abhd3,1.0,0,0,0,0,0,0
ENSMUSG00000002477,1000000,1.0,Snrpd1,1.0,0,0,0,0,0,0
ENSMUSG00000002486,1000000,1.0,Tchp,1.0,0,0,0,0,0,0
ENSMUSG00000002489,1000000,1.0,Tiam1,1.0,0,0,0,0,1,1
ENSMUSG00000002496,1000000,1.0,Tsc2,1.0,0,0,0,0,0,0
ENSMUSG00000002500,1000000,1.0,Rpl3l,1.0,0,0,0,0,0,0
ENSMUSG00000002504,1000000,1.0,Slc9a3r2,1.0,0,0,0,0,0,0
ENSMUSG00000002524,1000000,1.0,Puf60,1.0,0,0,0,0,0,0
ENSMUSG00000002546,1000000,1.0,Golga2,1.0,0,0,0,0,0,0
ENSMUSG00000002550,1000000,1.0,Uck1,1.0,0,0,0,0,0,0
ENSMUSG00000002565,1000000,1.0,Scin,1.0,0,0,0,0,0,0
ENSMUSG00000002578,1000000,1.0,Ikzf4,1.0,0,0,0,0,0,0
ENSMUSG00000002580,1000000,1.0,Mien1,1.0,0,0,0,0,0,0
ENSMUSG00000002588,1000000,1.0,Pon1,1.0,0,0,0,0,0,0
ENSMUSG00000002602,1000000,1.0,Axl,1.0,0,0,0,0,0,0
ENSMUSG00000002603,210158,0.21015878984121017,Tgfb1,1.0,1,0,1,0,0,0
ENSMUSG00000002608,1000000,1.0,Ccdc97,1.0,0,0,0,0,0,0
ENSMUSG00000002625,1000000,1.0,Akap8l,1.0,0,0,0,0,0,0
ENSMUSG00000002633,1000000,1.0,Shh,1.0,0,0,0,0,0,0
ENSMUSG00000002635,1000000,1.0,Pdcd2l,1.0,0,0,0,0,0,0
ENSMUSG00000002658,1000000,1.0,Gtf2f1,1.0,0,0,0,0,0,0
ENSMUSG00000002660,1000000,1.0,Clpp,1.0,0,0,0,0,0,0
ENSMUSG00000002661,1000000,1.0,Alkbh7,1.0,0,0,0,0,0,0
ENSMUSG00000002664,1000000,1.0,Pspn,1.0,0,0,0,0,0,0
ENSMUSG00000002668,1000000,1.0,Dennd1c,1.0,0,0,0,0,0,0
ENSMUSG00000002679,1000000,1.0,Med6,1.0,0,0,0,0,0,0
ENSMUSG00000002688,1000000,1.0,Prkd1,1.0,0,0,0,0,0,0
ENSMUSG00000002699,1000000,1.0,Lcp2,1.0,0,0,0,0,0,0
ENSMUSG00000002718,1000000,1.0,Cse1l,1.0,0,0,0,1,0,1
ENSMUSG00000002728,1000000,1.0,Naa20,1.0,0,0,0,0,0,0
ENSMUSG00000002731,1000000,1.0,Prkra,1.0,0,0,0,0,0,0
ENSMUSG00000002732,1000000,1.0,Fkbp7,1.0,0,0,0,0,0,0
ENSMUSG00000002733,1000000,1.0,Plekha3,1.0,0,0,0,0,0,0
ENSMUSG00000002741,1000000,1.0,Ykt6,1.0,0,0,0,0,0,0
ENSMUSG00000002748,1000000,1.0,Baz1b,1.0,0,1,1,1,0,1
ENSMUSG00000002763,1000000,1.0,Pex6,1.0,0,0,0,0,0,0
ENSMUSG00000002767,1000000,1.0,Mrpl2,1.0,0,0,0,0,0,0
ENSMUSG00000002768,1000000,1.0,Mea1,1.0,0,0,0,0,0,0
ENSMUSG00000002769,1000000,1.0,Gnmt,1.0,0,0,0,0,0,0
ENSMUSG00000002771,1000000,1.0,Grin2d,1.0,0,0,0,0,0,0
ENSMUSG00000002778,1000000,1.0,Kdelr1,1.0,0,0,0,0,0,0
ENSMUSG00000002781,1000000,1.0,Tmem143,1.0,0,0,0,0,0,0
ENSMUSG00000002797,1000000,1.0,Ggct,1.0,0,0,0,0,0,0
ENSMUSG00000002799,1000000,1.0,Jag2,1.0,0,0,0,0,0,0
ENSMUSG00000002803,1000000,1.0,Btbd6,1.0,0,0,0,0,0,0
ENSMUSG00000002804,1000000,1.0,Nudt14,1.0,0,0,0,0,0,0
ENSMUSG00000002808,1000000,1.0,Epdr1,1.0,0,0,0,0,0,0
ENSMUSG00000002812,1000000,1.0,Flii,1.0,0,0,0,0,0,0
ENSMUSG00000002814,1000000,1.0,Top3a,1.0,0,0,0,0,0,0
ENSMUSG00000002820,1000000,1.0,Atg4d,1.0,0,0,0,0,0,0
ENSMUSG00000002825,1000000,1.0,Qtrt1,1.0,0,0,0,0,0,0
ENSMUSG00000002831,1000000,1.0,Plin4,1.0,0,0,0,0,0,0
ENSMUSG00000002833,1000000,1.0,Hdgfl2,1.0,0,0,0,0,0,0
ENSMUSG00000002835,1000000,1.0,Chaf1a,1.0,0,0,0,0,0,0
ENSMUSG00000002844,1000000,1.0,Adprh,1.0,0,0,0,0,0,0
ENSMUSG00000002845,1000000,1.0,Tmem39a,1.0,0,0,0,0,0,0
ENSMUSG00000002846,1000000,1.0,Timmdc1,1.0,0,0,0,0,0,0
ENSMUSG00000002847,1000000,1.0,Pla1a,1.0,0,0,0,0,0,0
ENSMUSG00000002870,1000000,1.0,Mcm2,1.0,0,0,0,0,0,0
ENSMUSG00000002871,1000000,1.0,Tpra1,1.0,0,0,0,0,0,0
ENSMUSG00000002881,1000000,1.0,Nab1,1.0,0,0,0,0,0,0
ENSMUSG00000002885,1000000,1.0,Adgre5,1.0,0,0,0,0,0,0
ENSMUSG00000002897,1000000,1.0,Il17ra,1.0,0,0,0,1,0,1
ENSMUSG00000002900,719083,0.7190832809167191,Lamb1,1.0,0,1,1,0,0,0
ENSMUSG00000002908,1000000,1.0,Kcnn1,1.0,0,0,0,0,0,0
ENSMUSG00000002910,1000000,1.0,Arrdc2,1.0,0,0,0,0,0,0
ENSMUSG00000002930,1000000,1.0,Ppp1r17,1.0,0,0,0,0,0,0
ENSMUSG00000002944,1000000,1.0,Cd36,1.0,0,0,0,0,0,0
ENSMUSG00000002948,1000000,1.0,Map2k7,1.0,0,0,0,0,0,0
ENSMUSG00000002949,1000000,1.0,Timm44,1.0,0,0,0,0,0,0
ENSMUSG00000002957,1000000,1.0,Ap2a2,1.0,0,0,0,0,0,0
ENSMUSG00000002963,1000000,1.0,Pnkp,1.0,0,0,0,0,0,0
ENSMUSG00000002968,1000000,1.0,Med25,1.0,0,0,0,0,0,0
ENSMUSG00000002980,1000000,1.0,Bcam,1.0,0,0,0,0,0,0
ENSMUSG00000002981,1000000,1.0,Clptm1,1.0,0,0,0,0,0,0
ENSMUSG00000002983,1000000,1.0,Relb,1.0,0,0,0,0,0,0
ENSMUSG00000002984,1000000,1.0,Tomm40,1.0,0,0,0,1,0,1
ENSMUSG00000002985,1000000,1.0,Apoe,1.0,0,0,0,0,0,0
ENSMUSG00000002992,1000000,1.0,Apoc2,1.0,0,0,0,0,0,0
ENSMUSG00000002996,1000000,1.0,Hbp1,1.0,0,1,1,2,0,2
ENSMUSG00000002997,718860,0.7188602811397189,Prkar2b,1.0,0,1,1,0,0,0
ENSMUSG00000003031,1000000,1.0,Cdkn1b,1.0,0,0,0,0,0,0
ENSMUSG00000003032,1000000,1.0,Klf4,1.0,0,0,0,0,0,0
ENSMUSG00000003033,1000000,1.0,Ap1m1,1.0,0,0,0,0,0,0
ENSMUSG00000003037,1000000,1.0,Rab8a,1.0,0,0,0,0,0,0
ENSMUSG00000003038,1000000,1.0,Hmgn2,1.0,0,0,0,0,0,0
ENSMUSG00000003039,1000000,1.0,Fam32a,1.0,0,0,0,0,0,0
ENSMUSG00000003051,1000000,1.0,Elf3,1.0,0,0,0,0,0,0
ENSMUSG00000003062,1000000,1.0,Stard3nl,1.0,0,0,0,0,0,0
ENSMUSG00000003068,718825,0.7188252811747188,Stk11,1.0,0,1,1,0,0,0
ENSMUSG00000003070,1000000,1.0,Efna2,1.0,0,0,0,0,0,0
ENSMUSG00000003072,1000000,1.0,Atp5d,1.0,0,0,0,0,0,0
ENSMUSG00000003099,1000000,1.0,Ppp5c,1.0,0,0,0,0,0,0
ENSMUSG00000003119,1000000,1.0,Cdk12,1.0,0,0,0,0,0,0
ENSMUSG00000003123,1000000,1.0,Lipe,1.0,0,0,0,0,0,0
ENSMUSG00000003131,718878,0.7188782811217189,Pafah1b2,1.0,0,1,1,0,0,0
ENSMUSG00000003134,1000000,1.0,Tbc1d8,1.0,0,1,1,0,1,1
ENSMUSG00000003135,1000000,1.0,Cnot11,1.0,0,0,0,0,0,0
ENSMUSG00000003154,1000000,1.0,Foxj2,1.0,0,0,0,0,0,0
ENSMUSG00000003161,1000000,1.0,Sri,1.0,0,0,0,0,0,0
ENSMUSG00000003166,1000000,1.0,Dgcr2,1.0,0,0,0,0,0,0
ENSMUSG00000003184,1000000,1.0,Irf3,1.0,0,0,0,0,0,0
ENSMUSG00000003190,718556,0.7185562814437185,Bcl2l12,1.0,0,1,1,0,0,0
ENSMUSG00000003199,1000000,1.0,Mpnd,1.0,0,0,0,0,0,0
ENSMUSG00000003200,1000000,1.0,Sh3gl1,1.0,0,0,0,0,0,0
ENSMUSG00000003206,1000000,1.0,Ebi3,1.0,0,0,0,0,0,0
ENSMUSG00000003208,1000000,1.0,Yju2,1.0,0,0,0,0,0,0
ENSMUSG00000003226,1000000,1.0,Ranbp2,1.0,0,0,0,0,0,0
ENSMUSG00000003227,830295,0.8302951697048303,Edar,1.0,0,2,2,0,1,1
ENSMUSG00000003228,1000000,1.0,Grk5,1.0,0,0,0,0,0,0
ENSMUSG00000003233,1000000,1.0,Dvl3,1.0,0,0,0,0,0,0
ENSMUSG00000003234,1000000,1.0,Abcf3,1.0,0,0,0,0,0,0
ENSMUSG00000003235,1000000,1.0,Eif2b5,1.0,0,0,0,0,0,0
ENSMUSG00000003269,1000000,1.0,Cyth2,1.0,0,0,0,0,0,0
ENSMUSG00000003271,1000000,1.0,Sult2b1,1.0,0,0,0,0,0,0
ENSMUSG00000003273,1000000,1.0,Car11,1.0,0,0,0,0,0,0
ENSMUSG00000003279,1000000,1.0,Dlgap1,1.0,0,0,0,0,0,0
ENSMUSG00000003282,1000000,1.0,Plag1,1.0,0,0,0,0,0,0
ENSMUSG00000003283,1000000,1.0,Hck,1.0,0,0,0,0,0,0
ENSMUSG00000003299,1000000,1.0,Mrpl4,1.0,0,0,0,0,0,0
ENSMUSG00000003308,1000000,1.0,Keap1,1.0,0,0,0,0,0,0
ENSMUSG00000003309,1000000,1.0,Ap1m2,1.0,0,0,0,0,0,0
ENSMUSG00000003316,42438,0.04243895756104244,Glg1,1.0,2,0,2,0,0,0
ENSMUSG00000003341,1000000,1.0,Atp8b3,1.0,0,0,0,0,0,0
ENSMUSG00000003344,1000000,1.0,Btbd2,1.0,0,0,0,0,0,0
ENSMUSG00000003345,1000000,1.0,Csnk1g2,1.0,0,0,0,0,0,0
ENSMUSG00000003346,1000000,1.0,Abhd17a,1.0,0,0,0,0,0,0
ENSMUSG00000003348,1000000,1.0,Mob3a,1.0,0,0,0,0,0,0
ENSMUSG00000003352,1000000,1.0,Cacnb3,1.0,0,0,0,0,0,0
ENSMUSG00000003354,1000000,1.0,Ccdc65,1.0,0,0,0,0,0,0
ENSMUSG00000003355,1000000,1.0,Fkbp11,1.0,0,0,0,0,0,0
ENSMUSG00000003360,1000000,1.0,Ddx23,1.0,0,0,0,0,0,0
ENSMUSG00000003363,1000000,1.0,Pld3,1.0,0,0,0,0,0,0
ENSMUSG00000003378,1000000,1.0,Grik5,1.0,0,0,0,0,0,0
ENSMUSG00000003379,1000000,1.0,Cd79a,1.0,0,0,0,0,0,0
ENSMUSG00000003380,1000000,1.0,Rabac1,1.0,0,0,0,0,0,0
ENSMUSG00000003382,1000000,1.0,Etv3,1.0,0,0,0,0,0,0
ENSMUSG00000003402,1000000,1.0,Prkcsh,1.0,0,0,0,0,0,0
ENSMUSG00000003410,1000000,1.0,Elavl3,1.0,0,0,0,0,0,0
ENSMUSG00000003411,514069,0.514069485930514,Rab3b,1.0,0,2,2,0,0,0
ENSMUSG00000003418,1000000,1.0,St8sia6,1.0,0,0,0,0,0,0
ENSMUSG00000003420,1000000,1.0,Fcgrt,1.0,0,0,0,0,0,0
ENSMUSG00000003421,1000000,1.0,Nosip,1.0,0,0,0,0,0,0
ENSMUSG00000003423,1000000,1.0,Pih1d1,1.0,0,0,0,0,0,0
ENSMUSG00000003429,1000000,1.0,Rps11,1.0,0,0,0,0,0,0
ENSMUSG00000003435,1000000,1.0,Supt5,1.0,0,0,0,0,0,0
ENSMUSG00000003436,1000000,1.0,Dll3,1.0,0,0,0,0,0,0
ENSMUSG00000003437,1000000,1.0,Paf1,1.0,0,0,0,0,0,0
ENSMUSG00000003438,1000000,1.0,Timm50,1.0,0,0,0,0,0,0
ENSMUSG00000003444,1000000,1.0,Med29,1.0,0,0,0,0,0,0
ENSMUSG00000003452,718793,0.7187932812067188,Bicd1,1.0,0,1,1,0,0,0
ENSMUSG00000003458,1000000,1.0,Ncstn,1.0,0,0,0,0,0,0
ENSMUSG00000003464,1000000,1.0,Pex19,1.0,0,0,0,0,0,0
ENSMUSG00000003469,1000000,1.0,Phyhip,1.0,0,0,0,0,0,0
ENSMUSG00000003476,1000000,1.0,Crhr2,1.0,0,0,0,0,1,1
ENSMUSG00000003477,1000000,1.0,Inmt,1.0,0,0,0,0,0,0
ENSMUSG00000003500,1000000,1.0,Impdh1,1.0,0,0,0,0,0,0
ENSMUSG00000003518,1000000,1.0,Dusp3,1.0,0,0,0,0,0,0
ENSMUSG00000003526,1000000,1.0,Prodh,1.0,0,0,0,0,0,0
ENSMUSG00000003527,1000000,1.0,Ess2,1.0,0,0,0,0,0,0
ENSMUSG00000003528,1000000,1.0,Slc25a1,1.0,0,0,0,0,0,0
ENSMUSG00000003531,1000000,1.0,Dgcr6,1.0,0,0,0,0,0,0
ENSMUSG00000003534,1000000,1.0,Ddr1,1.0,0,0,0,0,0,0
ENSMUSG00000003541,1000000,1.0,Ier3,1.0,0,0,0,0,0,0
ENSMUSG00000003545,1000000,1.0,Fosb,1.0,0,0,0,0,0,0
ENSMUSG00000003546,1000000,1.0,Klc4,1.0,0,0,0,0,0,0
ENSMUSG00000003549,1000000,1.0,Ercc1,1.0,0,0,0,0,0,0
ENSMUSG00000003555,1000000,1.0,Cyp17a1,1.0,0,0,0,0,0,0
ENSMUSG00000003559,1000000,1.0,As3mt,1.0,0,0,0,0,0,0
ENSMUSG00000003573,1000000,1.0,Homer3,1.0,0,0,0,0,0,0
ENSMUSG00000003575,1000000,1.0,Crtc1,1.0,0,0,0,0,0,0
ENSMUSG00000003581,1000000,1.0,Rnf215,1.0,0,0,0,0,0,0
ENSMUSG00000003585,1000000,1.0,Sec14l2,1.0,0,0,0,0,0,0
ENSMUSG00000003604,1000000,1.0,Aven,1.0,0,0,0,0,0,0
ENSMUSG00000003617,1000000,1.0,Cp,1.0,0,0,0,0,0,0
ENSMUSG00000003623,1000000,1.0,Crot,1.0,0,0,0,0,0,0
ENSMUSG00000003644,1000000,1.0,Rps6ka1,1.0,0,0,0,0,0,0
ENSMUSG00000003657,1000000,1.0,Calb2,1.0,0,0,0,0,0,0
ENSMUSG00000003660,1000000,1.0,Snrnp200,1.0,0,0,0,0,0,0
ENSMUSG00000003662,1000000,1.0,Ciao1,1.0,0,0,0,0,0,0
ENSMUSG00000003665,1000000,1.0,Has1,1.0,0,0,0,0,0,0
ENSMUSG00000003680,1000000,1.0,Taf6l,1.0,0,0,0,0,0,0
ENSMUSG00000003721,1000000,1.0,Insig2,1.0,0,0,0,0,0,0
ENSMUSG00000003731,1000000,1.0,Kpna6,1.0,0,0,0,0,0,0
ENSMUSG00000003746,259993,0.25999374000626,Man1a,1.0,0,4,4,0,0,0
ENSMUSG00000003752,1000000,1.0,Itpkc,1.0,0,0,0,0,0,0
ENSMUSG00000003762,1000000,1.0,Coq8b,1.0,0,0,0,0,0,0
ENSMUSG00000003778,1000000,1.0,Brd8,1.0,0,0,0,0,0,0
ENSMUSG00000003779,718145,0.7181452818547182,Kif20a,1.0,0,1,1,0,0,0
ENSMUSG00000003808,1000000,1.0,Farsa,1.0,0,0,0,0,0,0
ENSMUSG00000003809,1000000,1.0,Gcdh,1.0,0,0,0,0,0,0
ENSMUSG00000003810,151260,0.15126084873915127,Mast2,1.0,1,1,2,0,0,0
ENSMUSG00000003812,1000000,1.0,Dnase2a,1.0,0,0,0,0,0,0
ENSMUSG00000003813,1000000,1.0,Rad23a,1.0,0,0,0,0,0,0
ENSMUSG00000003814,1000000,1.0,Calr,1.0,0,0,0,0,0,0
ENSMUSG00000003824,1000000,1.0,Syce2,1.0,0,0,0,0,0,0
ENSMUSG00000003847,1000000,1.0,Nfat5,1.0,0,0,0,0,0,0
ENSMUSG00000003848,1000000,1.0,Nob1,1.0,0,0,0,0,0,0
ENSMUSG00000003849,1000000,1.0,Nqo1,1.0,0,0,0,0,0,0
ENSMUSG00000003863,1000000,1.0,Ppfia3,1.0,0,0,0,0,0,0
ENSMUSG00000003865,1000000,1.0,Gys1,1.0,0,0,0,0,0,0
ENSMUSG00000003868,1000000,1.0,Ruvbl2,1.0,0,0,0,0,0,0
ENSMUSG00000003872,1000000,1.0,Lin7b,1.0,0,0,0,0,0,0
ENSMUSG00000003873,1000000,1.0,Bax,1.0,0,0,0,0,0,0
ENSMUSG00000003882,1000000,1.0,Il7r,1.0,0,0,0,0,0,0
ENSMUSG00000003923,1000000,1.0,Tfam,1.0,0,0,0,0,0,0
ENSMUSG00000003934,1000000,1.0,Efnb3,1.0,0,0,0,0,0,0
ENSMUSG00000003948,1000000,1.0,Mmd,1.0,0,0,0,0,0,0
ENSMUSG00000003949,717995,0.717995282004718,Hlf,1.0,0,1,1,0,0,0
ENSMUSG00000003955,1000000,1.0,Fam162a,1.0,0,0,0,0,0,0
ENSMUSG00000003970,1000000,1.0,Rpl8,1.0,0,0,0,0,0,0
ENSMUSG00000003974,598641,0.5986414013585987,Grm3,1.0,2,0,2,1,0,1
ENSMUSG00000003992,108402,0.1084028915971084,Ssbp2,1.0,1,2,3,0,0,0
ENSMUSG00000004018,1000000,1.0,Fancl,1.0,0,0,0,0,0,0
ENSMUSG00000004031,209677,0.20967779032220968,Brinp2,1.0,1,0,1,0,0,0
ENSMUSG00000004032,1000000,1.0,Gstm5,1.0,0,0,0,0,0,0
ENSMUSG00000004035,1000000,1.0,Gstm7,1.0,0,0,0,0,0,0
ENSMUSG00000004040,1000000,1.0,Stat3,1.0,1,0,1,1,0,1
ENSMUSG00000004043,1000000,1.0,Stat5a,1.0,0,0,0,0,0,0
ENSMUSG00000004044,1000000,1.0,Cavin1,1.0,0,0,0,0,0,0
ENSMUSG00000004054,1000000,1.0,Map3k11,1.0,0,0,0,0,0,0
ENSMUSG00000004056,1000000,1.0,Akt2,1.0,0,0,0,0,0,0
ENSMUSG00000004069,1000000,1.0,Dnaja3,1.0,0,0,0,0,0,0
ENSMUSG00000004070,1000000,1.0,Hmox2,1.0,0,0,0,0,0,0
ENSMUSG00000004071,1000000,1.0,Cdip1,1.0,0,0,0,0,0,0
ENSMUSG00000004085,719083,0.7190832809167191,Map3k20,1.0,0,1,1,0,0,0
ENSMUSG00000004096,1000000,1.0,Cwc15,1.0,0,0,0,0,0,0
ENSMUSG00000004098,1000000,1.0,Col5a3,1.0,0,0,0,0,0,0
ENSMUSG00000004099,1000000,1.0,Dnmt1,1.0,0,0,0,0,0,0
ENSMUSG00000004100,1000000,1.0,Ppan,1.0,0,0,0,0,0,0
ENSMUSG00000004105,1000000,1.0,Angptl2,1.0,0,0,0,0,0,0
ENSMUSG00000004110,1000000,1.0,Cacna1e,1.0,0,1,1,1,0,1
ENSMUSG00000004113,514570,0.5145704854295146,Cacna1b,1.0,0,2,2,0,0,0
ENSMUSG00000004127,1000000,1.0,Trmt10a,1.0,0,0,0,0,0,0
ENSMUSG00000004151,1000000,1.0,Etv1,1.0,0,0,0,1,0,1
ENSMUSG00000004187,1000000,1.0,Kifc2,1.0,0,0,0,0,0,0
ENSMUSG00000004207,718351,0.7183512816487183,Psap,1.0,0,1,1,0,0,0
ENSMUSG00000004221,1000000,1.0,Ikbkg,1.0,0,0,0,0,0,0
ENSMUSG00000004231,1000000,1.0,Pax2,1.0,0,0,0,0,0,0
ENSMUSG00000004233,150973,0.15097384902615096,Wars2,1.0,1,1,2,0,0,0
ENSMUSG00000004263,1000000,1.0,Atn1,1.0,0,0,0,0,0,0
ENSMUSG00000004264,1000000,1.0,Phb2,1.0,0,0,0,0,0,0
ENSMUSG00000004266,1000000,1.0,Ptpn6,1.0,0,0,0,0,0,0
