human_ensembl_gene,mouse_ensembl_gene,human_symbol,mouse_symbol,database_support
ENSG00000198300,ENSMUSG00000002265,PEG3,Peg3,11.0
ENSG00000103260,ENSMUSG00000002274,METRN,Metrn,12.0
ENSG00000103227,ENSMUSG00000002279,LMF1,Lmf1,12.0
ENSG00000103245,ENSMUSG00000002280,NARFL,Ciao3,12.0
ENSG00000167772,ENSMUSG00000002289,ANGPTL4,Angptl4,12.0
ENSG00000006634,ENSMUSG00000002297,DBF4,Dbf4,12.0
ENSG00000204209,ENSMUSG00000002307,DAXX,Daxx,10.0
ENSG00000167775,ENSMUSG00000002308,CD320,Cd320,12.0
ENSG00000196497,ENSMUSG00000002319,IPO4,Ipo4,10.0
ENSG00000100926,ENSMUSG00000002320,TM9SF1,Tm9sf1,10.0
ENSG00000100918,ENSMUSG00000002324,REC8,Rec8,9.0
ENSG00000213928,ENSMUSG00000002325,IRF9,Irf9,11.0
ENSG00000100938,ENSMUSG00000002326,GMPR2,Gmpr2,9.0
ENSG00000213920,ENSMUSG00000002329,MDP1,Mdp1,9.0
ENSG00000157379,ENSMUSG00000002332,DHRS1,Dhrs1,12.0
ENSG00000130287,ENSMUSG00000002341,NCAN,Ncan,11.0
ENSG00000064545,ENSMUSG00000002342,TMEM161A,Tmem161a,12.0
ENSG00000105676,ENSMUSG00000002343,ARMC6,Armc6,12.0
ENSG00000254901,ENSMUSG00000002345,MEF2BNB,Borcs8,8.0
ENSG00000181035,ENSMUSG00000002346,SLC25A42,Slc25a42,12.0
ENSG00000130340,ENSMUSG00000002365,SNX9,Snx9,11.0
ENSG00000031823,ENSMUSG00000002372,RANBP3,Ranbp3,12.0
ENSG00000174886,ENSMUSG00000002379,NDUFA11,Ndufa11,10.0
ENSG00000160113,ENSMUSG00000002393,NR2F6,Nr2f6,11.0
ENSG00000053501,ENSMUSG00000002395,USE1,Use1,12.0
ENSG00000099330,ENSMUSG00000002396,OCEL1,Ocel1,11.0
ENSG00000105204,ENSMUSG00000002409,DYRK1B,Dyrk1b,11.0
ENSG00000157764,ENSMUSG00000002413,BRAF,Braf,11.0
ENSG00000090266,ENSMUSG00000002416,NDUFB2,Ndufb2,12.0
ENSG00000071794,ENSMUSG00000002428,HLTF,Hltf,11.0
ENSG00000101161,ENSMUSG00000002455,PRPF6,Prpf6,12.0
ENSG00000171700,ENSMUSG00000002458,RGS19,Rgs19,12.0
ENSG00000147509,ENSMUSG00000002459,RGS20,Rgs20,11.0
ENSG00000158201,ENSMUSG00000002475,ABHD3,Abhd3,12.0
ENSG00000167088,ENSMUSG00000002477,SNRPD1,Snrpd1,12.0
ENSG00000139437,ENSMUSG00000002486,TCHP,Tchp,11.0
ENSG00000156299,ENSMUSG00000002489,TIAM1,Tiam1,11.0
ENSG00000103197,ENSMUSG00000002496,TSC2,Tsc2,10.0
ENSG00000140986,ENSMUSG00000002500,RPL3L,Rpl3l,10.0
ENSG00000065054,ENSMUSG00000002504,SLC9A3R2,Slc9a3r2,10.0
ENSG00000179950,ENSMUSG00000002524,PUF60,Puf60,11.0
ENSG00000167110,ENSMUSG00000002546,GOLGA2,Golga2,12.0
ENSG00000130717,ENSMUSG00000002550,UCK1,Uck1,11.0
ENSG00000006747,ENSMUSG00000002565,SCIN,Scin,10.0
ENSG00000123411,ENSMUSG00000002578,IKZF4,Ikzf4,11.0
ENSG00000141741,ENSMUSG00000002580,MIEN1,Mien1,12.0
ENSG00000005421,ENSMUSG00000002588,PON1,Pon1,12.0
ENSG00000167601,ENSMUSG00000002602,AXL,Axl,11.0
ENSG00000105329,ENSMUSG00000002603,TGFB1,Tgfb1,12.0
ENSG00000142039,ENSMUSG00000002608,CCDC97,Ccdc97,12.0
ENSG00000011243,ENSMUSG00000002625,AKAP8L,Akap8l,10.0
ENSG00000164690,ENSMUSG00000002633,SHH,Shh,12.0
ENSG00000126249,ENSMUSG00000002635,PDCD2L,Pdcd2l,12.0
ENSG00000125651,ENSMUSG00000002658,GTF2F1,Gtf2f1,11.0
ENSG00000125656,ENSMUSG00000002660,CLPP,Clpp,12.0
ENSG00000125652,ENSMUSG00000002661,ALKBH7,Alkbh7,12.0
ENSG00000125650,ENSMUSG00000002664,PSPN,Pspn,11.0
ENSG00000205744,ENSMUSG00000002668,DENND1C,Dennd1c,12.0
ENSG00000133997,ENSMUSG00000002679,MED6,Med6,11.0
ENSG00000184304,ENSMUSG00000002688,PRKD1,Prkd1,11.0
ENSG00000043462,ENSMUSG00000002699,LCP2,Lcp2,11.0
ENSG00000124207,ENSMUSG00000002718,CSE1L,Cse1l,12.0
ENSG00000173418,ENSMUSG00000002728,NAA20,Naa20,12.0
ENSG00000180228,ENSMUSG00000002731,PRKRA,Prkra,12.0
ENSG00000079150,ENSMUSG00000002732,FKBP7,Fkbp7,10.0
ENSG00000116095,ENSMUSG00000002733,PLEKHA3,Plekha3,12.0
ENSG00000106636,ENSMUSG00000002741,YKT6,Ykt6,12.0
ENSG00000009954,ENSMUSG00000002748,BAZ1B,Baz1b,11.0
ENSG00000124587,ENSMUSG00000002763,PEX6,Pex6,12.0
ENSG00000112651,ENSMUSG00000002767,MRPL2,Mrpl2,12.0
ENSG00000124733,ENSMUSG00000002768,MEA1,Mea1,12.0
ENSG00000124713,ENSMUSG00000002769,GNMT,Gnmt,12.0
ENSG00000105464,ENSMUSG00000002771,GRIN2D,Grin2d,11.0
ENSG00000105438,ENSMUSG00000002778,KDELR1,Kdelr1,11.0
ENSG00000161558,ENSMUSG00000002781,TMEM143,Tmem143,11.0
ENSG00000006625,ENSMUSG00000002797,GGCT,Ggct,11.0
ENSG00000184916,ENSMUSG00000002799,JAG2,Jag2,10.0
ENSG00000184887,ENSMUSG00000002803,BTBD6,Btbd6,12.0
ENSG00000183828,ENSMUSG00000002804,NUDT14,Nudt14,11.0
ENSG00000086289,ENSMUSG00000002808,EPDR1,Epdr1,9.0
ENSG00000177731,ENSMUSG00000002812,FLII,Flii,12.0
ENSG00000177302,ENSMUSG00000002814,TOP3A,Top3a,12.0
ENSG00000130734,ENSMUSG00000002820,ATG4D,Atg4d,12.0
ENSG00000213339,ENSMUSG00000002825,QTRT1,Qtrt1,12.0
ENSG00000167676,ENSMUSG00000002831,PLIN4,Plin4,11.0
ENSG00000167674,ENSMUSG00000002833,HDGFRP2,Hdgfl2,8.0
ENSG00000167670,ENSMUSG00000002835,CHAF1A,Chaf1a,11.0
ENSG00000144843,ENSMUSG00000002844,ADPRH,Adprh,12.0
ENSG00000176142,ENSMUSG00000002845,TMEM39A,Tmem39a,12.0
ENSG00000113845,ENSMUSG00000002846,TIMMDC1,Timmdc1,11.0
ENSG00000144837,ENSMUSG00000002847,PLA1A,Pla1a,11.0
ENSG00000073111,ENSMUSG00000002870,MCM2,Mcm2,12.0
ENSG00000163870,ENSMUSG00000002871,TPRA1,Tpra1,12.0
ENSG00000138386,ENSMUSG00000002881,NAB1,Nab1,11.0
ENSG00000123146,ENSMUSG00000002885,CD97,Adgre5,10.0
ENSG00000177663,ENSMUSG00000002897,IL17RA,Il17ra,12.0
ENSG00000091136,ENSMUSG00000002900,LAMB1,Lamb1,11.0
ENSG00000105642,ENSMUSG00000002908,KCNN1,Kcnn1,8.0
ENSG00000105643,ENSMUSG00000002910,ARRDC2,Arrdc2,12.0
ENSG00000106341,ENSMUSG00000002930,PPP1R17,Ppp1r17,11.0
ENSG00000135218,ENSMUSG00000002944,CD36,Cd36,12.0
ENSG00000076984,ENSMUSG00000002948,MAP2K7,Map2k7,11.0
ENSG00000104980,ENSMUSG00000002949,TIMM44,Timm44,11.0
ENSG00000183020,ENSMUSG00000002957,AP2A2,Ap2a2,11.0
ENSG00000039650,ENSMUSG00000002963,PNKP,Pnkp,11.0
ENSG00000104973,ENSMUSG00000002968,MED25,Med25,11.0
ENSG00000187244,ENSMUSG00000002980,BCAM,Bcam,12.0
ENSG00000104853,ENSMUSG00000002981,CLPTM1,Clptm1,11.0
ENSG00000104856,ENSMUSG00000002983,RELB,Relb,11.0
ENSG00000130204,ENSMUSG00000002984,TOMM40,Tomm40,12.0
ENSG00000130203,ENSMUSG00000002985,APOE,Apoe,12.0
ENSG00000234906,ENSMUSG00000002992,APOC2,Apoc2,11.0
ENSG00000105856,ENSMUSG00000002996,HBP1,Hbp1,10.0
ENSG00000005249,ENSMUSG00000002997,PRKAR2B,Prkar2b,12.0
ENSG00000111276,ENSMUSG00000003031,CDKN1B,Cdkn1b,11.0
ENSG00000136826,ENSMUSG00000003032,KLF4,Klf4,11.0
ENSG00000072958,ENSMUSG00000003033,AP1M1,Ap1m1,12.0
ENSG00000167461,ENSMUSG00000003037,RAB8A,Rab8a,10.0
ENSG00000198830,ENSMUSG00000003038,HMGN2,Hmgn2,7.0
ENSG00000105058,ENSMUSG00000003039,FAM32A,Fam32a,11.0
ENSG00000163435,ENSMUSG00000003051,ELF3,Elf3,12.0
ENSG00000010270,ENSMUSG00000003062,STARD3NL,Stard3nl,11.0
ENSG00000118046,ENSMUSG00000003068,STK11,Stk11,12.0
ENSG00000099617,ENSMUSG00000003070,EFNA2,Efna2,11.0
ENSG00000099624,ENSMUSG00000003072,ATP5D,Atp5d,12.0
ENSG00000011485,ENSMUSG00000003099,PPP5C,Ppp5c,11.0
ENSG00000167258,ENSMUSG00000003119,CDK12,Cdk12,12.0
ENSG00000079435,ENSMUSG00000003123,LIPE,Lipe,12.0
ENSG00000168092,ENSMUSG00000003131,PAFAH1B2,Pafah1b2,11.0
ENSG00000204634,ENSMUSG00000003134,TBC1D8,Tbc1d8,12.0
ENSG00000158435,ENSMUSG00000003135,CNOT11,Cnot11,12.0
ENSG00000065970,ENSMUSG00000003154,FOXJ2,Foxj2,11.0
ENSG00000075142,ENSMUSG00000003161,SRI,Sri,11.0
ENSG00000070413,ENSMUSG00000003166,DGCR2,Dgcr2,9.0
ENSG00000126456,ENSMUSG00000003184,IRF3,Irf3,11.0
ENSG00000126453,ENSMUSG00000003190,BCL2L12,Bcl2l12,12.0
ENSG00000008382,ENSMUSG00000003199,MPND,Mpnd,11.0
ENSG00000141985,ENSMUSG00000003200,SH3GL1,Sh3gl1,12.0
ENSG00000105246,ENSMUSG00000003206,EBI3,Ebi3,12.0
ENSG00000105248,ENSMUSG00000003208,CCDC94,Yju2,12.0
ENSG00000153201,ENSMUSG00000003226,RANBP2,Ranbp2,8.0
ENSG00000135960,ENSMUSG00000003227,EDAR,Edar,12.0
ENSG00000198873,ENSMUSG00000003228,GRK5,Grk5,12.0
ENSG00000161202,ENSMUSG00000003233,DVL3,Dvl3,11.0
ENSG00000161204,ENSMUSG00000003234,ABCF3,Abcf3,12.0
ENSG00000145191,ENSMUSG00000003235,EIF2B5,Eif2b5,9.0
ENSG00000105443,ENSMUSG00000003269,CYTH2,Cyth2,10.0
ENSG00000088002,ENSMUSG00000003271,SULT2B1,Sult2b1,11.0
ENSG00000063180,ENSMUSG00000003273,CA11,Car11,12.0
ENSG00000170579,ENSMUSG00000003279,DLGAP1,Dlgap1,10.0
ENSG00000181690,ENSMUSG00000003282,PLAG1,Plag1,11.0
ENSG00000101336,ENSMUSG00000003283,HCK,Hck,12.0
ENSG00000105364,ENSMUSG00000003299,MRPL4,Mrpl4,12.0
ENSG00000079999,ENSMUSG00000003308,KEAP1,Keap1,12.0
ENSG00000129354,ENSMUSG00000003309,AP1M2,Ap1m2,10.0
ENSG00000090863,ENSMUSG00000003316,GLG1,Glg1,12.0
ENSG00000130270,ENSMUSG00000003341,ATP8B3,Atp8b3,11.0
ENSG00000133243,ENSMUSG00000003344,BTBD2,Btbd2,11.0
ENSG00000133275,ENSMUSG00000003345,CSNK1G2,Csnk1g2,12.0
ENSG00000129968,ENSMUSG00000003346,ABHD17A,Abhd17a,11.0
ENSG00000172081,ENSMUSG00000003348,MOB3A,Mob3a,12.0
ENSG00000167535,ENSMUSG00000003352,CACNB3,Cacnb3,11.0
ENSG00000139537,ENSMUSG00000003354,CCDC65,Ccdc65,12.0
ENSG00000134285,ENSMUSG00000003355,FKBP11,Fkbp11,12.0
ENSG00000174243,ENSMUSG00000003360,DDX23,Ddx23,11.0
ENSG00000105223,ENSMUSG00000003363,PLD3,Pld3,12.0
ENSG00000105737,ENSMUSG00000003378,GRIK5,Grik5,11.0
ENSG00000105369,ENSMUSG00000003379,CD79A,Cd79a,12.0
ENSG00000105404,ENSMUSG00000003380,RABAC1,Rabac1,12.0
ENSG00000117036,ENSMUSG00000003382,ETV3,Etv3,10.0
ENSG00000130175,ENSMUSG00000003402,PRKCSH,Prkcsh,9.0
ENSG00000196361,ENSMUSG00000003410,ELAVL3,Elavl3,12.0
ENSG00000169213,ENSMUSG00000003411,RAB3B,Rab3b,12.0
ENSG00000148488,ENSMUSG00000003418,ST8SIA6,St8sia6,11.0
ENSG00000104870,ENSMUSG00000003420,FCGRT,Fcgrt,12.0
ENSG00000142546,ENSMUSG00000003421,NOSIP,Nosip,10.0
ENSG00000104872,ENSMUSG00000003423,PIH1D1,Pih1d1,11.0
ENSG00000142534,ENSMUSG00000003429,RPS11,Rps11,11.0
ENSG00000196235,ENSMUSG00000003435,SUPT5H,Supt5,12.0
ENSG00000090932,ENSMUSG00000003436,DLL3,Dll3,11.0
ENSG00000006712,ENSMUSG00000003437,PAF1,Paf1,10.0
ENSG00000105197,ENSMUSG00000003438,TIMM50,Timm50,9.0
ENSG00000063322,ENSMUSG00000003444,MED29,Med29,11.0
ENSG00000151746,ENSMUSG00000003452,BICD1,Bicd1,11.0
ENSG00000162736,ENSMUSG00000003458,NCSTN,Ncstn,11.0
ENSG00000162735,ENSMUSG00000003464,PEX19,Pex19,12.0
ENSG00000168490,ENSMUSG00000003469,PHYHIP,Phyhip,11.0
ENSG00000106113,ENSMUSG00000003476,CRHR2,Crhr2,11.0
ENSG00000241644,ENSMUSG00000003477,INMT,Inmt,12.0
ENSG00000106348,ENSMUSG00000003500,IMPDH1,Impdh1,10.0
ENSG00000108861,ENSMUSG00000003518,DUSP3,Dusp3,11.0
ENSG00000100033,ENSMUSG00000003526,PRODH,Prodh,12.0
ENSG00000100056,ENSMUSG00000003527,DGCR14,Ess2,12.0
ENSG00000100075,ENSMUSG00000003528,SLC25A1,Slc25a1,11.0
ENSG00000183628,ENSMUSG00000003531,DGCR6,Dgcr6,8.0
ENSG00000204580,ENSMUSG00000003534,DDR1,Ddr1,11.0
ENSG00000137331,ENSMUSG00000003541,IER3,Ier3,9.0
ENSG00000125740,ENSMUSG00000003545,FOSB,Fosb,12.0
ENSG00000137171,ENSMUSG00000003546,KLC4,Klc4,12.0
ENSG00000012061,ENSMUSG00000003549,ERCC1,Ercc1,11.0
ENSG00000148795,ENSMUSG00000003555,CYP17A1,Cyp17a1,12.0
ENSG00000214435,ENSMUSG00000003559,AS3MT,As3mt,11.0
ENSG00000051128,ENSMUSG00000003573,HOMER3,Homer3,11.0
ENSG00000105662,ENSMUSG00000003575,CRTC1,Crtc1,12.0
ENSG00000099999,ENSMUSG00000003581,RNF215,Rnf215,12.0
ENSG00000100003,ENSMUSG00000003585,SEC14L2,Sec14l2,9.0
ENSG00000169857,ENSMUSG00000003604,AVEN,Aven,10.0
ENSG00000047457,ENSMUSG00000003617,CP,Cp,12.0
ENSG00000005469,ENSMUSG00000003623,CROT,Crot,12.0
ENSG00000117676,ENSMUSG00000003644,RPS6KA1,Rps6ka1,10.0
ENSG00000172137,ENSMUSG00000003657,CALB2,Calb2,12.0
ENSG00000144028,ENSMUSG00000003660,SNRNP200,Snrnp200,12.0
ENSG00000144021,ENSMUSG00000003662,CIAO1,Ciao1,12.0
ENSG00000105509,ENSMUSG00000003665,HAS1,Has1,12.0
ENSG00000162227,ENSMUSG00000003680,TAF6L,Taf6l,11.0
ENSG00000125629,ENSMUSG00000003721,INSIG2,Insig2,11.0
ENSG00000025800,ENSMUSG00000003731,KPNA6,Kpna6,12.0
ENSG00000111885,ENSMUSG00000003746,MAN1A1,Man1a,12.0
ENSG00000086544,ENSMUSG00000003752,ITPKC,Itpkc,12.0
ENSG00000123815,ENSMUSG00000003762,ADCK4,Coq8b,10.0
ENSG00000112983,ENSMUSG00000003778,BRD8,Brd8,12.0
ENSG00000112984,ENSMUSG00000003779,KIF20A,Kif20a,11.0
ENSG00000179115,ENSMUSG00000003808,FARSA,Farsa,12.0
ENSG00000105607,ENSMUSG00000003809,GCDH,Gcdh,11.0
ENSG00000086015,ENSMUSG00000003810,MAST2,Mast2,12.0
ENSG00000105612,ENSMUSG00000003812,DNASE2,Dnase2a,11.0
ENSG00000179262,ENSMUSG00000003813,RAD23A,Rad23a,12.0
ENSG00000179218,ENSMUSG00000003814,CALR,Calr,12.0
ENSG00000161860,ENSMUSG00000003824,SYCE2,Syce2,12.0
ENSG00000102908,ENSMUSG00000003847,NFAT5,Nfat5,9.0
ENSG00000141101,ENSMUSG00000003848,NOB1,Nob1,12.0
ENSG00000181019,ENSMUSG00000003849,NQO1,Nqo1,12.0
ENSG00000177380,ENSMUSG00000003863,PPFIA3,Ppfia3,10.0
ENSG00000104812,ENSMUSG00000003865,GYS1,Gys1,11.0
ENSG00000183207,ENSMUSG00000003868,RUVBL2,Ruvbl2,10.0
ENSG00000104863,ENSMUSG00000003872,LIN7B,Lin7b,12.0
ENSG00000087088,ENSMUSG00000003873,BAX,Bax,12.0
ENSG00000168685,ENSMUSG00000003882,IL7R,Il7r,11.0
ENSG00000108064,ENSMUSG00000003923,TFAM,Tfam,12.0
ENSG00000108947,ENSMUSG00000003934,EFNB3,Efnb3,11.0
ENSG00000108960,ENSMUSG00000003948,MMD,Mmd,11.0
ENSG00000108924,ENSMUSG00000003949,HLF,Hlf,11.0
ENSG00000114023,ENSMUSG00000003955,FAM162A,Fam162a,11.0
ENSG00000161016,ENSMUSG00000003970,RPL8,Rpl8,11.0
ENSG00000198822,ENSMUSG00000003974,GRM3,Grm3,12.0
ENSG00000145687,ENSMUSG00000003992,SSBP2,Ssbp2,10.0
ENSG00000115392,ENSMUSG00000004018,FANCL,Fancl,12.0
ENSG00000198797,ENSMUSG00000004031,BRINP2,Brinp2,12.0
ENSG00000134202,ENSMUSG00000004032,GSTM3,Gstm5,10.0
ENSG00000213366,ENSMUSG00000004035,GSTM2,Gstm7,8.0
ENSG00000168610,ENSMUSG00000004040,STAT3,Stat3,12.0
ENSG00000126561,ENSMUSG00000004043,STAT5A,Stat5a,11.0
ENSG00000177469,ENSMUSG00000004044,PTRF,Cavin1,12.0
ENSG00000173327,ENSMUSG00000004054,MAP3K11,Map3k11,12.0
ENSG00000105221,ENSMUSG00000004056,AKT2,Akt2,12.0
ENSG00000103423,ENSMUSG00000004069,DNAJA3,Dnaja3,12.0
ENSG00000103415,ENSMUSG00000004070,HMOX2,Hmox2,12.0
ENSG00000089486,ENSMUSG00000004071,CDIP1,Cdip1,11.0
ENSG00000091436,ENSMUSG00000004085,pk,Map3k20,11.0
ENSG00000150316,ENSMUSG00000004096,CWC15,Cwc15,9.0
ENSG00000080573,ENSMUSG00000004098,COL5A3,Col5a3,12.0
ENSG00000130816,ENSMUSG00000004099,DNMT1,Dnmt1,12.0
ENSG00000130810,ENSMUSG00000004100,PPAN,Ppan,6.0
ENSG00000136859,ENSMUSG00000004105,ANGPTL2,Angptl2,11.0
ENSG00000198216,ENSMUSG00000004110,CACNA1E,Cacna1e,10.0
ENSG00000148408,ENSMUSG00000004113,CACNA1B,Cacna1b,11.0
ENSG00000145331,ENSMUSG00000004127,TRMT10A,Trmt10a,11.0
ENSG00000006468,ENSMUSG00000004151,ETV1,Etv1,12.0
ENSG00000167702,ENSMUSG00000004187,KIFC2,Kifc2,11.0
ENSG00000197746,ENSMUSG00000004207,PSAP,Psap,11.0
ENSG00000269335,ENSMUSG00000004221,IKBKG,Ikbkg,8.0
ENSG00000075891,ENSMUSG00000004231,PAX2,Pax2,10.0
ENSG00000116874,ENSMUSG00000004233,WARS2,Wars2,11.0
ENSG00000111676,ENSMUSG00000004263,ATN1,Atn1,11.0
ENSG00000215021,ENSMUSG00000004264,PHB2,Phb2,11.0
ENSG00000111679,ENSMUSG00000004266,PTPN6,Ptpn6,10.0
ENSG00000111674,ENSMUSG00000004267,ENO2,Eno2,11.0
ENSG00000126749,ENSMUSG00000004268,EMG1,Emg1,10.0
ENSG00000111684,ENSMUSG00000004270,LPCAT3,Lpcat3,11.0
ENSG00000128524,ENSMUSG00000004285,ATP6V1F,Atp6v1f,11.0
ENSG00000113302,ENSMUSG00000004296,IL12B,Il12b,12.0
ENSG00000171365,ENSMUSG00000004317,CLCN5,Clcn5,10.0
ENSG00000109572,ENSMUSG00000004319,CLCN3,Clcn3,11.0
ENSG00000124440,ENSMUSG00000004328,HIF3A,Hif3a,11.0
ENSG00000198704,ENSMUSG00000004341,GPX6,Gpx6,10.0
ENSG00000224586,ENSMUSG00000004344,GPX5,Gpx5,7.0
ENSG00000154678,ENSMUSG00000004347,PDE1C,Pde1c,11.0
ENSG00000120800,ENSMUSG00000004356,UTP20,Utp20,11.0
ENSG00000166211,ENSMUSG00000004359,SPIC,Spic,10.0
ENSG00000189367,ENSMUSG00000004360,KIAA0408,9330159F19Rik,9.0
ENSG00000036257,ENSMUSG00000004364,CUL3,Cul3,10.0
ENSG00000157005,ENSMUSG00000004366,SST,Sst,12.0
ENSG00000095752,ENSMUSG00000004371,IL11,Il11,12.0
ENSG00000133424,ENSMUSG00000004383,LARGE,Large1,12.0
ENSG00000136271,ENSMUSG00000004393,DDX56,Ddx56,12.0
ENSG00000158604,ENSMUSG00000004394,TMED4,Tmed4,12.0
ENSG00000160963,ENSMUSG00000004415,COL26A1,Col26a1,9.0
ENSG00000015475,ENSMUSG00000004446,BID,Bid,12.0
ENSG00000144118,ENSMUSG00000004451,RALB,Ralb,11.0
ENSG00000186298,ENSMUSG00000004455,PPP1CC,Ppp1cc,11.0
ENSG00000090520,ENSMUSG00000004460,DNAJB11,Dnajb11,12.0
ENSG00000113838,ENSMUSG00000004462,TBCCD1,Tbccd1,12.0
ENSG00000105472,ENSMUSG00000004473,CLEC11A,Clec11a,11.0
ENSG00000249471,ENSMUSG00000004500,ZNF324B,Zfp324,10.0
ENSG00000033327,ENSMUSG00000004508,GAB2,Gab2,11.0
ENSG00000110880,ENSMUSG00000004530,CORO1C,Coro1c,12.0
ENSG00000106052,ENSMUSG00000004535,TAX1BP1,Tax1bp1,12.0
ENSG00000196188,ENSMUSG00000004552,CTSE,Ctse,10.0
ENSG00000165795,ENSMUSG00000004558,NDRG2,Ndrg2,12.0
ENSG00000165792,ENSMUSG00000004561,METTL17,Mettl17,11.0
ENSG00000165801,ENSMUSG00000004562,ARHGEF40,Arhgef40,12.0
ENSG00000032444,ENSMUSG00000004565,PNPLA6,Pnpla6,12.0
ENSG00000090674,ENSMUSG00000004567,MCOLN1,Mcoln1,11.0
ENSG00000104880,ENSMUSG00000004568,ARHGEF18,Arhgef18,7.0
ENSG00000065243,ENSMUSG00000004591,PKN2,Pkn2,11.0
ENSG00000105383,ENSMUSG00000004609,CD33,Cd33,6.0
ENSG00000105379,ENSMUSG00000004610,ETFB,Etfb,12.0
ENSG00000105374,ENSMUSG00000004612,NKG7,Nkg7,11.0
ENSG00000076944,ENSMUSG00000004626,STXBP2,Stxbp2,12.0
ENSG00000174788,ENSMUSG00000004630,PCP2,Pcp2,9.0
ENSG00000127990,ENSMUSG00000004631,SGCE,Sgce,11.0
ENSG00000106069,ENSMUSG00000004633,CHN2,Chn2,10.0
ENSG00000186153,ENSMUSG00000004637,WWOX,Wwox,11.0
ENSG00000163950,ENSMUSG00000004642,SLBP,Slbp,12.0
ENSG00000077498,ENSMUSG00000004651,TYR,Tyr,12.0
ENSG00000106128,ENSMUSG00000004654,GHRHR,Ghrhr,11.0
ENSG00000240583,ENSMUSG00000004655,AQP1,Aqp1,12.0
ENSG00000179361,ENSMUSG00000004661,ARID3B,Arid3b,11.0
ENSG00000064666,ENSMUSG00000004665,CNN2,Cnn2,12.0
ENSG00000099817,ENSMUSG00000004667,POLR2E,Polr2e,12.0
ENSG00000179869,ENSMUSG00000004668,ABCA13,Abca13,12.0
ENSG00000099331,ENSMUSG00000004677,MYO9B,Myo9b,10.0
ENSG00000048052,ENSMUSG00000004698,HDAC9,Hdac9,8.0
ENSG00000122224,ENSMUSG00000004707,LY9,Ly9,10.0
ENSG00000122223,ENSMUSG00000004709,CD244,Cd244a,11.0
ENSG00000174837,ENSMUSG00000004730,EMR1,Adgre1,12.0
ENSG00000242114,ENSMUSG00000004748,MTFP1,Mtfp1,12.0
ENSG00000112210,ENSMUSG00000004768,RAB23,Rab23,11.0
ENSG00000103769,ENSMUSG00000004771,RAB11A,Rab11a,11.0
ENSG00000119718,ENSMUSG00000004788,EIF2B2,Eif2b2,12.0
ENSG00000119689,ENSMUSG00000004789,DLST,Dlst,12.0
ENSG00000119630,ENSMUSG00000004791,PGF,Pgf,12.0
ENSG00000083290,ENSMUSG00000004798,ULK2,Ulk2,12.0
ENSG00000106178,ENSMUSG00000004814,CCL24,Ccl24,12.0
ENSG00000145214,ENSMUSG00000004815,DGKQ,Dgkq,12.0
ENSG00000215367,ENSMUSG00000004821,TMED11P,Tmed11,1.0
ENSG00000154016,ENSMUSG00000004837,GRAP,Grap,11.0
ENSG00000064835,ENSMUSG00000004842,POU1F1,Pou1f1,12.0
ENSG00000083937,ENSMUSG00000004843,CHMP2B,Chmp2b,12.0
ENSG00000106397,ENSMUSG00000004846,PLOD3,Plod3,12.0
ENSG00000106367,ENSMUSG00000004849,AP1S1,Ap1s1,11.0
ENSG00000156711,ENSMUSG00000004864,MAPK13,Mapk13,12.0
ENSG00000096063,ENSMUSG00000004865,SRPK1,Srpk1,12.0
ENSG00000135903,ENSMUSG00000004872,PAX3,Pax3,12.0
ENSG00000143815,ENSMUSG00000004880,LBR,Lbr,12.0
ENSG00000143320,ENSMUSG00000004885,CRABP2,Crabp2,12.0
ENSG00000132688,ENSMUSG00000004891,NES,Nes,11.0
ENSG00000132692,ENSMUSG00000004892,BCAN,Bcan,9.0
ENSG00000132702,ENSMUSG00000004894,HAPLN2,Hapln2,12.0
ENSG00000143294,ENSMUSG00000004895,PRCC,Prcc,11.0
ENSG00000143303,ENSMUSG00000004896,RRNAD1,Rrnad1,11.0
ENSG00000143321,ENSMUSG00000004897,HDGF,Hdgf,12.0
ENSG00000182902,ENSMUSG00000004902,SLC25A18,Slc25a18,12.0
ENSG00000172009,ENSMUSG00000004929,THOP1,Thop1,11.0
ENSG00000011132,ENSMUSG00000004931,APBA3,Apba3,12.0
ENSG00000007264,ENSMUSG00000004933,MATK,Matk,10.0
ENSG00000105229,ENSMUSG00000004934,PIAS4,Pias4,12.0
ENSG00000169032,ENSMUSG00000004936,MAP2K1,Map2k1,12.0
ENSG00000104969,ENSMUSG00000004937,SGTA,Sgta,12.0
ENSG00000077009,ENSMUSG00000004939,NMRK2,Nmrk2,11.0
ENSG00000215712,ENSMUSG00000004945,TMEM242,Tmem242,11.0
ENSG00000091073,ENSMUSG00000004947,DTX2,Dtx2,12.0
ENSG00000188372,ENSMUSG00000004948,ZP3,Zp3,12.0
ENSG00000106211,ENSMUSG00000004951,HSPB1,Hspb1,12.0
ENSG00000170667,ENSMUSG00000004952,RASA4B,Rasa4,11.0
ENSG00000129990,ENSMUSG00000004961,SYT5,Syt5,12.0
ENSG00000122566,ENSMUSG00000004980,HNRNPA2B1,Hnrnpa2b1,12.0
ENSG00000150201,ENSMUSG00000004988,FXYD4,Fxyd4,8.0
ENSG00000104957,ENSMUSG00000004994,CCDC130,Ccdc130,12.0
ENSG00000037757,ENSMUSG00000004996,MRI1,Mri1,12.0
ENSG00000142875,ENSMUSG00000005034,PRKACB,Prkacb,11.0
