mouse_ensembl_gene,chromosome,KO_intervals,KO_ttaas
ENSMUSG00000026571,1,"[[165329942, 165460465]]",1025
ENSMUSG00000026572,1,"[[165138966, 165160773]]",87
ENSMUSG00000026573,1,"[[164931788, 164935527]]",21
ENSMUSG00000026574,1,"[[164796644, 164823233]]",136
ENSMUSG00000026575,1,"[[164307672, 164437045]]",894
ENSMUSG00000026576,1,"[[164438279, 164458355]]",80
ENSMUSG00000026577,1,"[[164292229, 164307489]]",117
ENSMUSG00000026578,1,"[[164275585, 164287666]]",84
ENSMUSG00000026579,1,"[[164151838, 164219521]]",372
ENSMUSG00000026580,1,"[[164115264, 164148527]]",181
ENSMUSG00000026581,1,"[[164061982, 164079693]]",106
ENSMUSG00000026582,1,"[[164048234, 164055731]]",33
ENSMUSG00000026584,1,"[[163929100, 163954749]]",165
ENSMUSG00000026585,1,"[[163779583, 163915830]]",1106
ENSMUSG00000026586,1,"[[163248261, 163313710]]",407
ENSMUSG00000026587,1,"[[158362273, 158688747]]",1817
ENSMUSG00000026589,1,"[[157506728, 157567344]]",285
ENSMUSG00000026592,1,"[[157099296, 157108680]]",51
ENSMUSG00000026594,1,"[[156809167, 156939626]]",898
ENSMUSG00000026596,1,"[[156558786, 156642713]]",578
ENSMUSG00000026600,1,"[[156431062, 156474331]]",277
ENSMUSG00000026601,1,"[[156323746, 156421159]]",571
ENSMUSG00000026602,1,"[[156310727, 156326135]]",82
ENSMUSG00000026603,1,"[[189880789, 189922363]]",123
ENSMUSG00000026604,1,"[[189728268, 189870052]]",540
ENSMUSG00000026605,1,"[[189642602, 189688086]]",302
ENSMUSG00000026608,1,"[[188972128, 189007840]]",184
ENSMUSG00000026609,1,"[[188263034, 188964925]]",4209
ENSMUSG00000026610,1,"[[187608791, 188211136]]",3334
ENSMUSG00000026611,1,"[[187048412, 187215465]]",1059
ENSMUSG00000026614,1,"[[185454848, 185464552]]",29
ENSMUSG00000026615,1,"[[185363044, 185428144]]",428
ENSMUSG00000026616,1,"[[195139707, 195176716]]",290
ENSMUSG00000026617,1,"[[185332149, 185356623]]",127
ENSMUSG00000026618,1,"[[185287052, 185329396]]",222
ENSMUSG00000026620,1,"[[184898527, 184999570]]",615
ENSMUSG00000026621,1,"[[184787718, 184811313]]",89
ENSMUSG00000026622,1,"[[191821444, 191831354]]",38
ENSMUSG00000026623,1,"[[191717834, 191778531]]",423
ENSMUSG00000026626,1,"[[191352980, 191397041]]",317
ENSMUSG00000026627,1,"[[191325912, 191349847]]",63
ENSMUSG00000026628,1,"[[191171485, 191218039]]",230
ENSMUSG00000026630,1,"[[191098325, 191108630]]",29
ENSMUSG00000026632,1,"[[191046111, 191062932]]",106
ENSMUSG00000026634,1,"[[190925112, 190945088]]",121
ENSMUSG00000026637,1,"[[191997433, 192092559]]",201
ENSMUSG00000026638,1,"[[193153111, 193169503]]",71
ENSMUSG00000026639,1,"[[193207725, 193343507]]",506
ENSMUSG00000026640,1,"[[194619825, 194812158]]",842
ENSMUSG00000026641,1,"[[171411313, 171418118]]",22
ENSMUSG00000026649,1,"[[171113918, 171126782]]",68
ENSMUSG00000026656,1,"[[170961017, 170976547]]",47
ENSMUSG00000026659,1,"[[170874412, 170885540]]",62
ENSMUSG00000026663,1,"[[170709882, 170867771]]",1095
ENSMUSG00000026667,1,"[[170199870, 170215397]]",111
ENSMUSG00000026670,1,"[[170142483, 170174957]]",198
ENSMUSG00000026674,1,"[[169977858, 170110729]]",709
ENSMUSG00000026675,1,"[[169953036, 169969241]]",100
ENSMUSG00000026678,1,"[[169655501, 169692337]]",211
ENSMUSG00000026683,1,"[[169498792, 169531464]]",217
ENSMUSG00000026686,1,"[[167689237, 167846758]]",676
ENSMUSG00000026687,1,"[[167349991, 167367496]]",97
ENSMUSG00000026688,1,"[[167372506, 167393841]]",113
ENSMUSG00000026691,1,"[[162954181, 162984527]]",184
ENSMUSG00000026692,1,"[[162793961, 162813972]]",111
ENSMUSG00000026694,1,"[[162534279, 162548551]]",76
ENSMUSG00000026696,1,"[[162570515, 162597074]]",214
ENSMUSG00000026697,1,"[[162639155, 162649198]]",37
ENSMUSG00000026698,1,"[[161969186, 161971341]]",12
ENSMUSG00000026700,1,"[[161395409, 161417335]]",137
ENSMUSG00000026701,1,"[[161241724, 161251219]]",43
ENSMUSG00000026705,1,"[[161090430, 161131511]]",311
ENSMUSG00000026708,1,"[[161070713, 161086056]]",107
ENSMUSG00000026709,1,"[[161041719, 161070658]]",204
ENSMUSG00000026715,1,"[[160978646, 161002460]]",109
ENSMUSG00000026721,1,"[[160224219, 160793211]]",4359
ENSMUSG00000026725,1,"[[160086034, 160153580]]",316
ENSMUSG00000026782,1,"[[60409619, 60478004]]",576
ENSMUSG00000027520,1,"[[63273265, 63309942]]",276
ENSMUSG00000028033,1,"[[21402166, 21961942]]",4013
ENSMUSG00000028354,1,"[[174501825, 174821242]]",2085
ENSMUSG00000030768,1,"[[183086292, 183221522]]",811
ENSMUSG00000031506,1,"[[135132700, 135143251]]",39
ENSMUSG00000032487,1,"[[150100031, 150105779]]",47
ENSMUSG00000032649,1,"[[152399830, 152508785]]",576
ENSMUSG00000032666,1,"[[151893397, 152090125]]",1127
ENSMUSG00000032719,1,"[[15855748, 15892722]]",239
ENSMUSG00000032769,1,"[[14873509, 14918862]]",344
ENSMUSG00000032883,1,"[[78657825, 78706412]]",318
ENSMUSG00000032908,1,"[[78310345, 78417423]]",586
ENSMUSG00000032968,1,"[[75507077, 75510160]]",6
ENSMUSG00000032997,1,"[[75474973, 75479307]]",8
ENSMUSG00000033007,1,"[[75450436, 75473629]]",38
ENSMUSG00000033021,1,"[[75435930, 75442998]]",14
ENSMUSG00000033061,1,"[[75272314, 75278415]]",16
ENSMUSG00000033124,1,"[[75181929, 75192196]]",29
ENSMUSG00000033159,1,"[[75136402, 75142711]]",15
ENSMUSG00000033227,1,"[[74771892, 74784597]]",30
ENSMUSG00000033257,1,"[[74661745, 74697696]]",199
ENSMUSG00000033276,1,"[[74601445, 74635855]]",154
ENSMUSG00000033364,1,"[[74439394, 74544284]]",809
ENSMUSG00000033544,1,"[[156838562, 156860599]]",138
ENSMUSG00000033557,1,"[[156681414, 156719086]]",241
ENSMUSG00000033569,1,"[[25068171, 25829707]]",5843
ENSMUSG00000033671,1,"[[155848566, 155973255]]",972
ENSMUSG00000033684,1,"[[155778846, 155812889]]",109
ENSMUSG00000033701,1,"[[155558120, 155687100]]",940
ENSMUSG00000033722,1,"[[155213523, 155244444]]",60
ENSMUSG00000033740,1,"[[6487231, 6859167]]",2335
ENSMUSG00000033774,1,"[[5916307, 5917398]]",1
ENSMUSG00000033793,1,"[[5070018, 5162162]]",626
ENSMUSG00000033813,1,"[[4857814, 4896361]]",310
ENSMUSG00000033845,1,"[[4774455, 4785739]]",78
ENSMUSG00000033849,1,"[[143640664, 143647393]]",79
ENSMUSG00000033898,1,"[[139805371, 139858702]]",365
ENSMUSG00000033952,1,"[[139454772, 139493747]]",266
ENSMUSG00000033964,1,"[[139422288, 139447527]]",238
ENSMUSG00000034000,1,"[[94020451, 94025413]]",7
ENSMUSG00000034066,1,"[[93512079, 93621368]]",643
ENSMUSG00000034088,1,"[[93408176, 93478815]]",402
ENSMUSG00000034107,1,"[[93373930, 93403093]]",66
ENSMUSG00000034159,1,"[[93152011, 93160948]]",15
ENSMUSG00000034212,1,"[[92861197, 92902906]]",95
ENSMUSG00000034220,1,"[[92831645, 92858561]]",47
ENSMUSG00000034292,1,"[[91494647, 91527780]]",121
ENSMUSG00000034343,1,"[[91250311, 91285352]]",216
ENSMUSG00000034353,1,"[[91179822, 91223358]]",133
ENSMUSG00000034432,1,"[[90602981, 90612250]]",45
ENSMUSG00000034486,1,"[[89928623, 89931179]]",5
ENSMUSG00000035131,1,"[[146494760, 146902114]]",3554
ENSMUSG00000036086,1,"[[127954970, 128103001]]",958
ENSMUSG00000036104,1,"[[127868773, 127942607]]",597
ENSMUSG00000036155,1,"[[127205018, 127482722]]",1289
ENSMUSG00000036206,1,"[[89070415, 89153348]]",331
ENSMUSG00000036251,1,"[[88303283, 88384710]]",372
ENSMUSG00000036480,1,"[[87183313, 87188217]]",5
ENSMUSG00000036500,1,"[[87125008, 87127909]]",2
ENSMUSG00000036574,1,"[[86426329, 86427960]]",1
ENSMUSG00000036707,1,"[[85793441, 85849218]]",388
ENSMUSG00000036766,1,"[[84370767, 84696221]]",1640
ENSMUSG00000036815,1,"[[123334252, 124846039]]",10278
ENSMUSG00000036907,1,"[[120340582, 120342571]]",0
ENSMUSG00000036962,1,"[[119923522, 119997234]]",325
ENSMUSG00000036975,1,"[[119910015, 119913208]]",10
ENSMUSG00000037035,1,"[[119417325, 119422248]]",12
ENSMUSG00000037138,1,"[[38179452, 38664955]]",2671
ENSMUSG00000037216,1,"[[37871738, 37875983]]",29
ENSMUSG00000037318,1,"[[193175670, 193201547]]",107
ENSMUSG00000037351,1,"[[36700079, 36714422]]",57
ENSMUSG00000037375,1,"[[192496838, 192771223]]",1113
ENSMUSG00000037395,1,"[[192100814, 192138062]]",263
ENSMUSG00000037408,1,"[[36471620, 36506603]]",163
ENSMUSG00000037432,1,"[[36372291, 36421906]]",156
ENSMUSG00000037434,1,"[[191906767, 191909752]]",9
ENSMUSG00000037447,1,"[[36307733, 36320200]]",24
ENSMUSG00000037461,1,"[[191575636, 191621461]]",296
ENSMUSG00000037470,1,"[[36144229, 36244305]]",618
ENSMUSG00000037474,1,"[[191539246, 191575544]]",315
ENSMUSG00000037499,1,"[[191306916, 191318194]]",41
ENSMUSG00000037503,1,"[[34818017, 34843065]]",137
ENSMUSG00000037509,1,"[[34678188, 34811826]]",589
ENSMUSG00000037568,1,"[[190950187, 190979296]]",73
ENSMUSG00000037624,1,"[[189209793, 189402218]]",1054
ENSMUSG00000037860,1,"[[173350879, 173465015]]",699
ENSMUSG00000037872,1,"[[173331949, 173333673]]",1
ENSMUSG00000037924,1,"[[172950409, 172957723]]",48
ENSMUSG00000037942,1,"[[172698055, 172699024]]",3
ENSMUSG00000037995,1,"[[172481788, 172498535]]",22
ENSMUSG00000038026,1,"[[172322866, 172329318]]",19
ENSMUSG00000038034,1,"[[172261641, 172319405]]",180
ENSMUSG00000038079,1,"[[59101140, 59120408]]",124
ENSMUSG00000038147,1,"[[171839697, 171886423]]",287
ENSMUSG00000038174,1,"[[58529661, 58586323]]",501
ENSMUSG00000038179,1,"[[171634928, 171653035]]",83
ENSMUSG00000038209,1,"[[171518244, 171535294]]",70
ENSMUSG00000038235,1,"[[171437535, 171463091]]",125
ENSMUSG00000038305,1,"[[57774162, 57946460]]",1001
ENSMUSG00000038323,1,"[[57377620, 57383561]]",31
ENSMUSG00000038331,1,"[[56796786, 56978650]]",1204
ENSMUSG00000038349,1,"[[55405921, 55751460]]",2137
ENSMUSG00000038370,1,"[[171174386, 171196268]]",114
ENSMUSG00000038421,1,"[[170918153, 170927583]]",34
ENSMUSG00000038463,1,"[[170644532, 170682322]]",96
ENSMUSG00000038473,1,"[[170318475, 170589861]]",1319
ENSMUSG00000038496,1,"[[83013822, 83038448]]",148
ENSMUSG00000038530,1,"[[169743684, 169747642]]",21
ENSMUSG00000038576,1,"[[182763860, 182895224]]",523
ENSMUSG00000038599,1,"[[182565007, 182632104]]",232
ENSMUSG00000038608,1,"[[80501710, 80758448]]",1698
ENSMUSG00000038633,1,"[[182276750, 182282804]]",31
ENSMUSG00000038702,1,"[[111859183, 111864918]]",36
ENSMUSG00000038733,1,"[[181177809, 181212001]]",269
ENSMUSG00000038776,1,"[[180976210, 181020904]]",170
ENSMUSG00000038793,1,"[[180935022, 180937972]]",4
ENSMUSG00000038806,1,"[[180851127, 180866290]]",101
ENSMUSG00000038855,1,"[[180330485, 180421887]]",335
ENSMUSG00000038866,1,"[[105990406, 106032160]]",269
ENSMUSG00000038936,1,"[[179668210, 179686674]]",124
ENSMUSG00000038949,1,"[[179546370, 179625201]]",484
ENSMUSG00000039210,1,"[[187215511, 187348574]]",859
ENSMUSG00000039239,1,"[[186625451, 186705989]]",371
ENSMUSG00000039246,1,"[[186088532, 186117310]]",178
ENSMUSG00000039318,1,"[[185204117, 185283993]]",428
ENSMUSG00000039323,1,"[[72824503, 72852159]]",124
ENSMUSG00000039342,1,"[[72643010, 72700579]]",438
ENSMUSG00000039349,1,"[[184874311, 184883218]]",24
ENSMUSG00000039354,1,"[[72583251, 72633051]]",229
ENSMUSG00000039372,1,"[[72428645, 72536930]]",518
ENSMUSG00000039377,1,"[[184727271, 184732619]]",22
ENSMUSG00000039384,1,"[[184013302, 184074520]]",257
ENSMUSG00000039395,1,"[[72160888, 72212307]]",259
ENSMUSG00000039630,1,"[[178329357, 178337797]]",92
ENSMUSG00000039748,1,"[[175880581, 175908562]]",169
ENSMUSG00000039783,1,"[[175631996, 175659819]]",152
ENSMUSG00000040113,1,"[[163703020, 163725232]]",116
ENSMUSG00000040124,1,"[[163386256, 163403669]]",125
ENSMUSG00000040170,1,"[[162876731, 162898712]]",145
ENSMUSG00000040181,1,"[[162829975, 162866610]]",204
ENSMUSG00000040225,1,"[[162673405, 162740556]]",554
ENSMUSG00000040265,1,"[[161982603, 162478034]]",3115
ENSMUSG00000040297,1,"[[161818369, 161876682]]",587
ENSMUSG00000040423,1,"[[160906418, 160967794]]",538
ENSMUSG00000040485,1,"[[167445804, 167466780]]",92
ENSMUSG00000040596,1,"[[166398703, 166409863]]",35
ENSMUSG00000040612,1,"[[166254139, 166310818]]",272
ENSMUSG00000040629,1,"[[166201551, 166238747]]",285
ENSMUSG00000040648,1,"[[97707721, 97770411]]",570
ENSMUSG00000040693,1,"[[96818950, 96872171]]",369
ENSMUSG00000040710,1,"[[95591685, 95667571]]",716
ENSMUSG00000040713,1,"[[165763746, 165773844]]",40
ENSMUSG00000040723,1,"[[165650181, 165709393]]",230
ENSMUSG00000040782,1,"[[159232326, 159344835]]",1041
ENSMUSG00000040836,1,"[[165295789, 165321698]]",96
ENSMUSG00000040843,1,"[[165215743, 165236943]]",175
ENSMUSG00000040848,1,"[[165179259, 165194438]]",66
ENSMUSG00000040865,1,"[[63057986, 63114667]]",334
ENSMUSG00000040918,1,"[[164249046, 164263515]]",76
ENSMUSG00000041040,1,"[[59913006, 59981724]]",475
ENSMUSG00000041075,1,"[[59482424, 59484675]]",1
ENSMUSG00000041144,1,"[[46066738, 46373436]]",2058
ENSMUSG00000041303,1,"[[54397883, 54438971]]",351
ENSMUSG00000041396,1,"[[163994889, 163997197]]",10
ENSMUSG00000041406,1,"[[163946353, 163994796]]",402
ENSMUSG00000041426,1,"[[52845013, 52920375]]",456
ENSMUSG00000041439,1,"[[52658345, 52727462]]",416
ENSMUSG00000041483,1,"[[136624901, 136627964]]",7
ENSMUSG00000041498,1,"[[136467935, 136527613]]",355
ENSMUSG00000041559,1,"[[134037254, 134046622]]",21
ENSMUSG00000041570,1,"[[136270845, 136346104]]",531
ENSMUSG00000041577,1,"[[133912609, 133921414]]",25
ENSMUSG00000041605,1,"[[136214329, 136234264]]",61
ENSMUSG00000041642,1,"[[136131389, 136174088]]",90
ENSMUSG00000041670,1,"[[22288425, 22805994]]",3665
ENSMUSG00000041684,1,"[[44118957, 44143139]]",170
ENSMUSG00000041757,1,"[[133164210, 133299032]]",435
ENSMUSG00000041763,1,"[[43934007, 44002190]]",648
ENSMUSG00000041779,1,"[[21001565, 21079229]]",303
ENSMUSG00000041782,1,"[[135818598, 135832314]]",34
ENSMUSG00000041801,1,"[[135766119, 135766823]]",0
ENSMUSG00000041809,1,"[[20951688, 20990685]]",259
ENSMUSG00000041859,1,"[[20803459, 20820312]]",74
ENSMUSG00000041872,1,"[[20777770, 20790617]]",67
ENSMUSG00000041879,1,"[[135385370, 135430499]]",299
ENSMUSG00000041889,1,"[[135371953, 135375237]]",10
ENSMUSG00000041907,1,"[[42952963, 43033317]]",372
ENSMUSG00000041926,1,"[[135262974, 135284084]]",101
ENSMUSG00000041945,1,"[[40773756, 40790663]]",66
ENSMUSG00000042046,1,"[[132417555, 132463508]]",248
ENSMUSG00000042066,1,"[[132357509, 132391281]]",116
ENSMUSG00000042111,1,"[[34437501, 34439672]]",9
ENSMUSG00000042115,1,"[[132298626, 132304789]]",15
ENSMUSG00000042182,1,"[[33853357, 33907816]]",336
ENSMUSG00000042197,1,"[[33762166, 33814570]]",375
ENSMUSG00000042207,1,"[[134560171, 134631371]]",528
ENSMUSG00000042215,1,"[[33746610, 33757795]]",62
ENSMUSG00000042229,1,"[[134494648, 134506318]]",73
ENSMUSG00000042251,1,"[[131797381, 131816107]]",73
ENSMUSG00000042268,1,"[[131744022, 131769245]]",70
ENSMUSG00000042305,1,"[[134348012, 134361979]]",103
ENSMUSG00000042349,1,"[[131255308, 131279606]]",68
ENSMUSG00000042414,1,"[[13114263, 13127163]]",57
ENSMUSG00000042429,1,"[[134202954, 134235431]]",97
ENSMUSG00000042451,1,"[[134193448, 134200408]]",15
ENSMUSG00000042474,1,"[[130865669, 130880648]]",72
ENSMUSG00000042501,1,"[[10325127, 10719945]]",2313
ENSMUSG00000042510,1,"[[130731976, 130743860]]",44
ENSMUSG00000042581,1,"[[129273344, 130218177]]",6036
ENSMUSG00000042596,1,"[[19103022, 19166175]]",450
ENSMUSG00000042641,1,"[[153781692, 153844142]]",314
ENSMUSG00000042671,1,"[[153653025, 153692904]]",161
ENSMUSG00000042684,1,"[[153503376, 153550045]]",227
ENSMUSG00000042686,1,"[[16997482, 17097889]]",626
ENSMUSG00000042699,1,"[[153456072, 153487660]]",306
ENSMUSG00000042708,1,"[[153425162, 153452461]]",150
ENSMUSG00000042751,1,"[[152954998, 153115667]]",783
ENSMUSG00000042772,1,"[[152839275, 152902646]]",577
ENSMUSG00000042793,1,"[[134986939, 135105276]]",389
ENSMUSG00000042800,1,"[[170308803, 170312045]]",11
ENSMUSG00000042807,1,"[[53813225, 54195034]]",2357
ENSMUSG00000042849,1,"[[92511091, 92518661]]",21
ENSMUSG00000042901,1,"[[183297049, 183322582]]",167
ENSMUSG00000043015,1,"[[52630703, 52649841]]",114
ENSMUSG00000043019,1,"[[151755371, 151818710]]",489
ENSMUSG00000043230,1,"[[80199913, 80213944]]",62
ENSMUSG00000043282,1,"[[153874345, 153875364]]",2
ENSMUSG00000043429,1,"[[182747260, 182749180]]",1
ENSMUSG00000043467,1,"[[161019924, 161034849]]",97
ENSMUSG00000043629,1,"[[52925250, 53020179]]",566
ENSMUSG00000043716,1,"[[16101731, 16104662]]",17
ENSMUSG00000043760,1,"[[20058301, 20618064]]",3268
ENSMUSG00000044055,1,"[[92644336, 92648841]]",12
ENSMUSG00000044337,1,"[[90203980, 90214906]]",32
ENSMUSG00000044340,1,"[[106171752, 106393337]]",1437
ENSMUSG00000044429,1,"[[65100456, 65103373]]",14
ENSMUSG00000044594,1,"[[107046019, 107052303]]",46
ENSMUSG00000044708,1,"[[172341210, 172370057]]",91
ENSMUSG00000044768,1,"[[97645718, 97662074]]",89
ENSMUSG00000044783,1,"[[88265184, 88277633]]",55
ENSMUSG00000044816,1,"[[65105732, 65123214]]",104
ENSMUSG00000044835,1,"[[161142691, 161164188]]",139
ENSMUSG00000045005,1,"[[64734846, 64737751]]",4
ENSMUSG00000045174,1,"[[34579657, 34589021]]",24
ENSMUSG00000045210,1,"[[9724485, 9748382]]",180
ENSMUSG00000045216,1,"[[36068400, 36104218]]",96
ENSMUSG00000045259,1,"[[171358817, 171360798]]",4
ENSMUSG00000045382,1,"[[128588846, 128592293]]",6
ENSMUSG00000045515,1,"[[42695768, 42698636]]",0
ENSMUSG00000045648,1,"[[70725715, 70882212]]",1110
ENSMUSG00000045658,1,"[[84038034, 84364180]]",1913
ENSMUSG00000045954,1,"[[51289126, 51301419]]",75
ENSMUSG00000046062,1,"[[133131143, 133136884]]",19
ENSMUSG00000046101,1,"[[9908638, 9940951]]",253
ENSMUSG00000046330,1,"[[72711290, 72713562]]",16
ENSMUSG00000046337,1,"[[36562991, 36683183]]",410
ENSMUSG00000046404,1,"[[130717327, 130719416]]",5
ENSMUSG00000046486,1,"[[174117094, 174121162]]",20
ENSMUSG00000046643,1,"[[173197808, 173204296]]",49
ENSMUSG00000046836,1,"[[183278355, 183297256]]",138
ENSMUSG00000046856,1,"[[63183016, 63214543]]",212
ENSMUSG00000046994,1,"[[55237177, 55238997]]",3
ENSMUSG00000047021,1,"[[74902138, 74935599]]",88
ENSMUSG00000047067,1,"[[92906981, 92907684]]",0
ENSMUSG00000047180,1,"[[36266363, 36274679]]",22
ENSMUSG00000047216,1,"[[110889701, 110977363]]",799
ENSMUSG00000047330,1,"[[78816758, 78818503]]",5
ENSMUSG00000047343,1,"[[44009642, 44020006]]",68
ENSMUSG00000047361,1,"[[59516264, 59636220]]",591
ENSMUSG00000047369,1,"[[181576559, 181814716]]",1404
ENSMUSG00000047443,1,"[[91366430, 91373544]]",7
ENSMUSG00000047496,1,"[[105284222, 105356710]]",355
ENSMUSG00000047528,1,"[[58647181, 58695989]]",249
ENSMUSG00000047539,1,"[[182316894, 182341618]]",156
ENSMUSG00000047793,1,"[[93235841, 93296275]]",194
ENSMUSG00000048000,1,"[[87327003, 87449142]]",989
ENSMUSG00000048096,1,"[[135324807, 135366105]]",157
ENSMUSG00000048126,1,"[[90765923, 90843971]]",298
ENSMUSG00000048174,1,"[[132506230, 132508234]]",6
ENSMUSG00000048234,1,"[[39552475, 39577405]]",191
ENSMUSG00000048402,1,"[[118835788, 119053619]]",676
ENSMUSG00000048480,1,"[[74191809, 74194631]]",11
ENSMUSG00000048495,1,"[[57388499, 57407101]]",158
ENSMUSG00000048775,1,"[[106980984, 107000818]]",120
ENSMUSG00000048814,1,"[[38798032, 38836711]]",218
ENSMUSG00000048865,1,"[[171388954, 171409338]]",87
ENSMUSG00000048874,1,"[[30803802, 30873894]]",529
ENSMUSG00000048960,1,"[[10993465, 11297750]]",2054
ENSMUSG00000049339,1,"[[75142786, 75147052]]",10
ENSMUSG00000049353,1,"[[191977370, 191985500]]",15
ENSMUSG00000049439,1,"[[60343323, 60387286]]",279
ENSMUSG00000049515,1,"[[91322075, 91345934]]",37
ENSMUSG00000049528,1,"[[174084331, 174089977]]",34
ENSMUSG00000049598,1,"[[172555938, 172563301]]",7
ENSMUSG00000049605,1,"[[173266001, 173271106]]",28
ENSMUSG00000049608,1,"[[85940877, 85961007]]",83
ENSMUSG00000049690,1,"[[125914746, 126830799]]",5120
ENSMUSG00000049866,1,"[[88701089, 88702221]]",0
ENSMUSG00000050069,1,"[[174836778, 174921819]]",481
ENSMUSG00000050122,1,"[[37026596, 37186766]]",791
ENSMUSG00000050134,1,"[[174066605, 174070250]]",24
ENSMUSG00000050217,1,"[[31176401, 31204527]]",187
ENSMUSG00000050229,1,"[[172376546, 172377967]]",1
ENSMUSG00000050296,1,"[[71243300, 71414910]]",1234
ENSMUSG00000050565,1,"[[156035403, 156065455]]",222
ENSMUSG00000050711,1,"[[79435154, 79440120]]",36
ENSMUSG00000050777,1,"[[120067713, 120074074]]",19
ENSMUSG00000050788,1,"[[174249987, 174252061]]",8
ENSMUSG00000050840,1,"[[104768529, 104994382]]",1519
ENSMUSG00000050967,1,"[[39623099, 39651474]]",144
ENSMUSG00000051079,1,"[[144139504, 144177372]]",270
ENSMUSG00000051185,1,"[[95313623, 95333936]]",175
ENSMUSG00000051223,1,"[[58392898, 58405063]]",97
ENSMUSG00000051251,1,"[[172053899, 172057573]]",12
ENSMUSG00000051285,1,"[[7088920, 7169879]]",675
ENSMUSG00000051344,1,"[[64795040, 64956824]]",998
ENSMUSG00000051509,1,"[[174424064, 174431380]]",39
ENSMUSG00000051528,1,"[[174131517, 174137690]]",51
ENSMUSG00000051590,1,"[[127815274, 127855031]]",229
ENSMUSG00000051703,1,"[[75479532, 75484981]]",9
ENSMUSG00000051951,1,"[[3216025, 3671498]]",3009
ENSMUSG00000051985,1,"[[135954027, 136006342]]",201
ENSMUSG00000051998,1,"[[133679781, 133690108]]",42
ENSMUSG00000052062,1,"[[61638824, 62637920]]",7016
ENSMUSG00000052331,1,"[[54648280, 54926387]]",1578
ENSMUSG00000052423,1,"[[171270328, 171276376]]",13
ENSMUSG00000052428,1,"[[167308378, 167330380]]",158
ENSMUSG00000052534,1,"[[168158735, 168432270]]",1410
ENSMUSG00000052688,1,"[[131688695, 131711694]]",89
ENSMUSG00000052726,1,"[[140246158, 140609709]]",3111
ENSMUSG00000052748,1,"[[151368462, 151428455]]",501
ENSMUSG00000052759,1,"[[136259800, 136260873]]",0
ENSMUSG00000053024,1,"[[132515537, 132543256]]",72
ENSMUSG00000053153,1,"[[69826988, 70724939]]",6607
ENSMUSG00000053161,1,"[[83159762, 83210328]]",299
ENSMUSG00000053286,1,"[[151428542, 151457931]]",232
ENSMUSG00000053318,1,"[[172582447, 172590568]]",32
ENSMUSG00000053333,1,"[[86703819, 87049742]]",1897
ENSMUSG00000053461,1,"[[183418462, 183436477]]",73
ENSMUSG00000053483,1,"[[171282215, 171287991]]",11
ENSMUSG00000053963,1,"[[180438332, 180483504]]",161
ENSMUSG00000054387,1,"[[132963103, 133030561]]",394
ENSMUSG00000054702,1,"[[79609170, 79671972]]",333
ENSMUSG00000054770,1,"[[57956331, 57970128]]",108
ENSMUSG00000054976,1,"[[81076950, 81336738]]",1918
ENSMUSG00000055013,1,"[[89454806, 89888891]]",1696
ENSMUSG00000055033,1,"[[174155633, 174159737]]",26
